,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.484375,0.5,0.5572916666666666,0.5364583333333334,0.4791666666666667,0.5364583333333334,0.5052083333333334
GD,0.4305555555555555,,0.5069444444444445,0.5277777777777778,0.4444444444444445,0.513888888888889,0.5555555555555555,0.5486111111111112
JM,0.5,0.5277777777777778,,0.513888888888889,0.548611111111111,0.513888888888889,0.48611111111111116,0.4861111111111111
JS,0.5138888888888888,0.5069444444444444,0.5069444444444444,,0.41666666666666674,0.5763888888888888,0.5277777777777778,0.5486111111111112
NL,0.4791666666666667,0.4583333333333333,0.576388888888889,0.4444444444444445,,0.5138888888888888,0.45138888888888884,0.46527777777777773
RK,0.5000000000000001,0.5208333333333334,0.5138888888888888,0.548611111111111,0.5138888888888888,,0.5,0.513888888888889
SC,0.5208333333333334,0.5572916666666666,0.5260416666666666,0.5572916666666666,0.4427083333333333,0.5364583333333334,,0.546875
YY,0.4270833333333333,0.5520833333333334,0.5052083333333334,0.5572916666666666,0.4479166666666667,0.515625,0.53125,
