,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.5,0.625,0.6666666666666666,0.75,0.625,0.4583333333333333,0.5833333333333334,0.7916666666666666,0.5416666666666666,0.7916666666666666
CC,0.5208333333333334,,0.4791666666666667,0.4791666666666667,0.5208333333333334,0.5,0.5,0.5416666666666666,0.4583333333333333,0.4791666666666667,0.5
GD,0.5576923076923077,0.4807692307692308,,0.5384615384615384,0.6346153846153846,0.5,0.46153846153846156,0.6538461538461539,0.5769230769230769,0.5,0.5576923076923077
JM,0.4166666666666667,0.5833333333333334,0.5,,0.5,0.5,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5833333333333334
JR,0.475,0.45,0.45,0.525,,0.6,0.4,0.575,0.475,0.45,0.475
JS,0.5833333333333334,0.5833333333333334,0.5,0.5,0.4166666666666667,,0.5,0.5833333333333334,0.6666666666666666,0.5,0.5833333333333334
ML,0.425,0.525,0.5,0.5,0.55,0.525,,0.45,0.575,0.45,0.475
NL,0.5555555555555556,0.4722222222222222,0.5833333333333334,0.3888888888888889,0.4166666666666667,0.4722222222222222,0.5,,0.6111111111111112,0.4444444444444444,0.5
RK,0.5833333333333334,0.5333333333333333,0.48333333333333334,0.5333333333333333,0.48333333333333334,0.55,0.5,0.5333333333333333,,0.55,0.5
SC,0.4583333333333333,0.5,0.4791666666666667,0.5208333333333334,0.4791666666666667,0.5,0.4375,0.4791666666666667,0.5416666666666666,,0.5625
YY,0.6041666666666666,0.5416666666666666,0.5833333333333334,0.5625,0.5625,0.5416666666666666,0.5208333333333334,0.5416666666666666,0.6041666666666666,0.6458333333333334,
