,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.6041666666666666,0.6538461538461539,0.75,0.625,0.6666666666666666,0.625,0.6388888888888888,0.55,0.5625,0.6041666666666666
CC,0.7916666666666666,,0.7115384615384616,0.6666666666666666,0.65,0.6666666666666666,0.65,0.6111111111111112,0.5666666666666667,0.5833333333333334,0.625
GD,0.75,0.5833333333333334,,0.6666666666666666,0.6,0.75,0.65,0.6111111111111112,0.55,0.6041666666666666,0.6041666666666666
JM,0.7916666666666666,0.625,0.6923076923076923,,0.625,0.6666666666666666,0.675,0.6388888888888888,0.55,0.5833333333333334,0.6041666666666666
JR,0.7083333333333334,0.5833333333333334,0.6538461538461539,0.6666666666666666,,0.6666666666666666,0.675,0.6388888888888888,0.55,0.5833333333333334,0.625
JS,0.7916666666666666,0.625,0.6730769230769231,0.6666666666666666,0.625,,0.675,0.6666666666666666,0.55,0.5833333333333334,0.6041666666666666
ML,0.75,0.5833333333333334,0.6538461538461539,0.6666666666666666,0.625,0.75,,0.6666666666666666,0.55,0.6041666666666666,0.5833333333333334
NL,0.75,0.625,0.6730769230769231,0.75,0.625,0.6666666666666666,0.675,,0.5666666666666667,0.5833333333333334,0.5833333333333334
RK,0.75,0.6041666666666666,0.6538461538461539,0.6666666666666666,0.65,0.6666666666666666,0.675,0.6111111111111112,,0.5833333333333334,0.6041666666666666
SC,0.75,0.6041666666666666,0.6730769230769231,0.75,0.65,0.6666666666666666,0.675,0.6388888888888888,0.5666666666666667,,0.6041666666666666
YY,0.7916666666666666,0.625,0.7307692307692307,0.6666666666666666,0.575,0.6666666666666666,0.625,0.6388888888888888,0.5666666666666667,0.5625,
