,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.5,0.625,0.4166666666666667,0.5,0.4583333333333333,0.4166666666666667,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.4583333333333333
CC,0.5208333333333334,,0.5,0.5,0.5416666666666666,0.5,0.5208333333333334,0.5,0.5,0.5208333333333334,0.4583333333333333
GD,0.5961538461538461,0.5384615384615384,,0.5192307692307693,0.4807692307692308,0.4807692307692308,0.5,0.5,0.46153846153846156,0.5,0.4807692307692308
JM,0.6666666666666666,0.5833333333333334,0.5,,0.5833333333333334,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334
JR,0.475,0.625,0.475,0.55,,0.55,0.5,0.6,0.575,0.6,0.525
JS,0.5,0.75,0.5,0.5,0.5,,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334
ML,0.5,0.525,0.6,0.5,0.5,0.5,,0.525,0.5,0.625,0.5
NL,0.5,0.5555555555555556,0.3888888888888889,0.5555555555555556,0.5555555555555556,0.5277777777777778,0.5277777777777778,,0.4444444444444444,0.5833333333333334,0.5555555555555556
RK,0.5333333333333333,0.5,0.5,0.48333333333333334,0.4666666666666667,0.48333333333333334,0.5166666666666667,0.43333333333333335,,0.5166666666666667,0.5666666666666667
SC,0.5208333333333334,0.5625,0.4583333333333333,0.5416666666666666,0.5625,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5,,0.5625
YY,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5,0.5416666666666666,0.5625,0.5833333333333334,0.5208333333333334,0.5416666666666666,0.5416666666666666,
