,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.5416666666666666,0.5416666666666666,0.5,0.4583333333333333,0.75,0.5,0.625,0.5416666666666666,0.5833333333333334,0.6666666666666666
CC,0.5416666666666666,,0.4375,0.5,0.4166666666666667,0.4791666666666667,0.4583333333333333,0.4791666666666667,0.4166666666666667,0.5416666666666666,0.5416666666666666
GD,0.5192307692307693,0.5192307692307693,,0.4230769230769231,0.5384615384615384,0.6538461538461539,0.5961538461538461,0.6923076923076923,0.6346153846153846,0.38461538461538464,0.4423076923076923
JM,0.5,0.4166666666666667,0.4166666666666667,,0.5833333333333334,0.5,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.5833333333333334
JR,0.625,0.45,0.5,0.525,,0.725,0.7,0.625,0.575,0.575,0.5
JS,0.5,0.5,0.6666666666666666,0.5,0.5,,0.5833333333333334,0.5,0.6666666666666666,0.5,0.5
ML,0.425,0.45,0.4,0.4,0.375,0.45,,0.4,0.475,0.5,0.45
NL,0.5833333333333334,0.5277777777777778,0.5833333333333334,0.4722222222222222,0.5,0.6111111111111112,0.4722222222222222,,0.75,0.4722222222222222,0.5555555555555556
RK,0.45,0.45,0.43333333333333335,0.5,0.43333333333333335,0.65,0.48333333333333334,0.6333333333333333,,0.4666666666666667,0.4666666666666667
SC,0.5,0.5,0.5208333333333334,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.5,0.5208333333333334,0.4791666666666667,,0.5208333333333334
YY,0.5833333333333334,0.6041666666666666,0.5625,0.3958333333333333,0.4791666666666667,0.6041666666666666,0.4166666666666667,0.5208333333333334,0.5416666666666666,0.5833333333333334,
