,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.5833333333333334,0.5961538461538461,0.6666666666666666,0.7,0.6666666666666666,0.625,0.7222222222222222,0.5833333333333334,0.625,0.6041666666666666
CC,0.625,,0.5961538461538461,0.6666666666666666,0.6,0.75,0.55,0.7222222222222222,0.6,0.6458333333333334,0.6458333333333334
GD,0.625,0.5625,,0.6666666666666666,0.675,0.8333333333333334,0.6,0.6666666666666666,0.5833333333333334,0.625,0.6458333333333334
JM,0.7083333333333334,0.5833333333333334,0.5769230769230769,,0.65,0.6666666666666666,0.575,0.6944444444444444,0.6,0.6458333333333334,0.625
JR,0.7083333333333334,0.6041666666666666,0.5961538461538461,0.6666666666666666,,0.6666666666666666,0.55,0.7222222222222222,0.5833333333333334,0.625,0.6041666666666666
JS,0.625,0.6458333333333334,0.5576923076923077,0.6666666666666666,0.675,,0.6,0.7222222222222222,0.5833333333333334,0.625,0.625
ML,0.6666666666666666,0.6041666666666666,0.5769230769230769,0.6666666666666666,0.65,0.6666666666666666,,0.6944444444444444,0.5833333333333334,0.625,0.7291666666666666
NL,0.625,0.5833333333333334,0.5576923076923077,0.5833333333333334,0.675,0.75,0.55,,0.5666666666666667,0.625,0.625
RK,0.5833333333333334,0.6041666666666666,0.5961538461538461,0.6666666666666666,0.75,0.75,0.575,0.6666666666666666,,0.625,0.6458333333333334
SC,0.6666666666666666,0.625,0.5769230769230769,0.5833333333333334,0.65,0.6666666666666666,0.55,0.6944444444444444,0.5666666666666667,,0.625
YY,0.625,0.625,0.5769230769230769,0.6666666666666666,0.65,0.75,0.6,0.6944444444444444,0.5833333333333334,0.625,
