,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.5833333333333334,0.7115384615384616,0.75,0.8,0.75,0.55,0.5833333333333334,0.6333333333333333,0.6458333333333334,0.625
CC,0.7916666666666666,,0.6730769230769231,0.6666666666666666,0.8,0.75,0.625,0.6666666666666666,0.6,0.625,0.6458333333333334
GD,0.7916666666666666,0.5833333333333334,,0.6666666666666666,0.75,0.75,0.575,0.75,0.6333333333333333,0.625,0.6041666666666666
JM,0.7916666666666666,0.5625,0.7307692307692307,,0.85,0.75,0.575,0.6388888888888888,0.65,0.625,0.6041666666666666
JR,0.7916666666666666,0.5833333333333334,0.6923076923076923,0.6666666666666666,,0.75,0.575,0.6944444444444444,0.65,0.6458333333333334,0.6041666666666666
JS,0.7916666666666666,0.5833333333333334,0.6923076923076923,0.6666666666666666,0.825,,0.625,0.6111111111111112,0.65,0.625,0.6041666666666666
ML,0.8333333333333334,0.5833333333333334,0.7115384615384616,0.6666666666666666,0.75,0.8333333333333334,,0.7222222222222222,0.6,0.6041666666666666,0.6875
NL,0.75,0.6666666666666666,0.7115384615384616,0.6666666666666666,0.825,0.75,0.625,,0.6666666666666666,0.6458333333333334,0.6041666666666666
RK,0.7916666666666666,0.5833333333333334,0.7115384615384616,0.6666666666666666,0.8,0.75,0.6,0.7777777777777778,,0.6041666666666666,0.625
SC,0.75,0.5625,0.7115384615384616,0.6666666666666666,0.75,0.6666666666666666,0.575,0.6111111111111112,0.6333333333333333,,0.6041666666666666
YY,0.7916666666666666,0.6041666666666666,0.6538461538461539,0.75,0.775,0.8333333333333334,0.55,0.6388888888888888,0.65,0.625,
