,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.6041666666666666,0.6346153846153846,0.6666666666666666,0.675,0.5833333333333334,0.7,0.6111111111111112,0.6333333333333333,0.5416666666666666,0.6666666666666666
CC,0.75,,0.6538461538461539,0.6666666666666666,0.6,0.6666666666666666,0.65,0.6111111111111112,0.6333333333333333,0.5416666666666666,0.6458333333333334
GD,0.75,0.5833333333333334,,0.6666666666666666,0.625,0.6666666666666666,0.675,0.6111111111111112,0.6166666666666667,0.5416666666666666,0.6458333333333334
JM,0.75,0.5625,0.6153846153846154,,0.6,0.5833333333333334,0.675,0.6111111111111112,0.6166666666666667,0.5416666666666666,0.6666666666666666
JR,0.75,0.5625,0.6153846153846154,0.6666666666666666,,0.5833333333333334,0.675,0.6111111111111112,0.6333333333333333,0.5625,0.625
JS,0.75,0.5625,0.6153846153846154,0.6666666666666666,0.625,,0.65,0.6111111111111112,0.6166666666666667,0.5416666666666666,0.6666666666666666
ML,0.7916666666666666,0.5625,0.6346153846153846,0.6666666666666666,0.625,0.6666666666666666,,0.6111111111111112,0.6333333333333333,0.5625,0.6666666666666666
NL,0.75,0.5625,0.6153846153846154,0.6666666666666666,0.65,0.6666666666666666,0.6,,0.65,0.5625,0.6666666666666666
RK,0.75,0.5833333333333334,0.6346153846153846,0.6666666666666666,0.6,0.6666666666666666,0.625,0.6111111111111112,,0.5416666666666666,0.625
SC,0.75,0.5625,0.6153846153846154,0.6666666666666666,0.6,0.5833333333333334,0.675,0.6111111111111112,0.6,,0.6666666666666666
YY,0.75,0.5833333333333334,0.6346153846153846,0.6666666666666666,0.65,0.5833333333333334,0.65,0.6111111111111112,0.6,0.5625,
