,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.75,0.6,0.65,0.7,0.75,0.6666666666666666,0.75,0.6875
CC,0.75,,0.6,0.65,0.7,0.6666666666666666,0.6666666666666666,0.6875,0.6875
GD,0.6666666666666666,0.625,,0.7,0.7,0.6666666666666666,0.6666666666666666,0.75,0.6875
JR,0.6666666666666666,0.75,0.55,,0.7,0.75,0.6666666666666666,0.6875,0.6875
ML,0.75,0.8125,0.55,0.65,,0.75,0.6666666666666666,0.75,0.6875
NL,0.75,0.6875,0.6,0.65,0.7,,0.625,0.75,0.625
RK,0.75,0.6875,0.55,0.65,0.7,0.6666666666666666,,0.75,0.625
SC,0.75,0.6875,0.55,0.65,0.7,0.6666666666666666,0.6666666666666666,,0.6875
YY,0.75,0.6875,0.55,0.7,0.7,0.75,0.625,0.75,
