,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.5,0.5,0.4166666666666667,0.5,0.5,0.5,0.5,0.5
CC,0.5,,0.4375,0.5,0.4375,0.5,0.5,0.5625,0.375
GD,0.55,0.55,,0.55,0.5,0.45,0.45,0.45,0.45
JR,0.6,0.5,0.6,,0.4,0.6,0.55,0.45,0.55
ML,0.65,0.5,0.45,0.75,,0.65,0.65,0.5,0.6
NL,0.6666666666666666,0.5,0.6666666666666666,0.5833333333333334,0.6666666666666666,,0.5833333333333334,0.4166666666666667,0.75
RK,0.5833333333333334,0.5,0.5416666666666666,0.6666666666666666,0.4583333333333333,0.625,,0.4166666666666667,0.625
SC,0.5,0.5,0.625,0.5,0.4375,0.5625,0.5625,,0.625
YY,0.625,0.5625,0.5,0.625,0.625,0.6875,0.6875,0.375,
