,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.625,0.6,0.85,0.8,0.6666666666666666,0.7916666666666666,0.75,0.875
CC,0.75,,0.6,0.85,0.85,0.6666666666666666,0.75,0.75,0.75
GD,0.75,0.625,,0.8,0.85,0.6666666666666666,0.7916666666666666,0.6875,0.8125
JR,0.75,0.625,0.6,,0.8,0.6666666666666666,0.7083333333333334,0.75,0.8125
ML,0.6666666666666666,0.625,0.55,0.8,,0.6666666666666666,0.7916666666666666,0.75,0.8125
NL,0.75,0.625,0.65,0.8,0.8,,0.7916666666666666,0.75,0.75
RK,0.8333333333333334,0.625,0.65,0.85,0.8,0.6666666666666666,,0.75,0.75
SC,0.75,0.625,0.6,0.85,0.85,0.75,0.75,,0.8125
YY,0.75,0.5625,0.65,0.85,0.8,0.6666666666666666,0.75,0.75,
