,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.625,0.65,0.7,0.8,0.6666666666666666,0.75,0.75,0.8125
CC,0.5833333333333334,,0.65,0.7,0.8,0.75,0.75,0.6875,0.8125
GD,0.6666666666666666,0.625,,0.75,0.8,0.75,0.75,0.75,0.8125
JR,0.5833333333333334,0.625,0.65,,0.8,0.75,0.7083333333333334,0.75,0.9375
ML,0.6666666666666666,0.625,0.65,0.75,,0.8333333333333334,0.7083333333333334,0.75,0.9375
NL,0.6666666666666666,0.625,0.65,0.75,0.8,,0.75,0.8125,0.875
RK,0.6666666666666666,0.625,0.65,0.7,0.8,0.6666666666666666,,0.75,0.8125
SC,0.5833333333333334,0.625,0.65,0.7,0.8,0.6666666666666666,0.75,,0.875
YY,0.5833333333333334,0.625,0.65,0.75,0.8,0.75,0.75,0.75,
