,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.5,0.5,0.5833333333333334,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5
CC,0.4375,,0.5,0.5,0.5,0.5,0.5625,0.5,0.5625
GD,0.55,0.5,,0.45,0.5,0.5,0.5,0.45,0.5
JR,0.65,0.7,0.65,,0.75,0.75,0.55,0.6,0.7
ML,0.75,0.75,0.65,0.7,,0.75,0.65,0.65,0.65
NL,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.5833333333333334,0.5833333333333334,0.5833333333333334
RK,0.625,0.625,0.7083333333333334,0.7083333333333334,0.625,0.625,,0.6666666666666666,0.625
SC,0.625,0.5625,0.625,0.625,0.6875,0.625,0.625,,0.5625
YY,0.75,0.6875,0.6875,0.6875,0.5,0.5625,0.75,0.4375,
