,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,0.75,0.6875
GD,0.8125,,0.6666666666666666,0.8333333333333334,0.75,0.75,0.75,0.6875
JM,0.8125,0.75,,0.75,0.75,0.75,0.75,0.6875
JS,0.9375,0.75,0.6666666666666666,,0.75,0.6666666666666666,0.75,0.625
NL,0.8125,0.75,0.6666666666666666,0.75,,0.6666666666666666,0.8125,0.75
RK,0.8125,0.75,0.75,0.8333333333333334,0.75,,0.75,0.6875
SC,0.8125,0.75,0.6666666666666666,0.8333333333333334,0.75,0.6666666666666666,,0.6875
YY,0.6875,0.75,0.6666666666666666,0.8333333333333334,0.75,0.6666666666666666,0.75,
