,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.6666666666666666,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.75,0.75,0.625
GD,0.8125,,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.75,0.8125,0.5625
JM,0.6875,0.6666666666666666,,0.5833333333333334,0.8333333333333334,0.75,0.75,0.6875
JS,0.6875,0.5833333333333334,0.75,,0.8333333333333334,0.75,0.6875,0.6875
NL,0.75,0.6666666666666666,0.8333333333333334,0.5833333333333334,,0.75,0.75,0.625
RK,0.6875,0.5833333333333334,0.8333333333333334,0.6666666666666666,0.75,,0.75,0.6875
SC,0.75,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.75,,0.75
YY,0.75,0.6666666666666666,0.75,0.6666666666666666,0.8333333333333334,0.75,0.6875,
