,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.6458333333333334,0.6153846153846154,0.8333333333333334,0.575,0.75,0.625,0.5833333333333334,0.6,0.625,0.6875
CC,0.6666666666666666,,0.5961538461538461,0.8333333333333334,0.7,0.6666666666666666,0.6,0.6111111111111112,0.6,0.5625,0.6666666666666666
GD,0.5833333333333334,0.6458333333333334,,0.8333333333333334,0.65,0.6666666666666666,0.6,0.5833333333333334,0.5833333333333334,0.6041666666666666,0.6666666666666666
JM,0.6666666666666666,0.625,0.6538461538461539,,0.65,0.6666666666666666,0.625,0.5833333333333334,0.6333333333333333,0.6041666666666666,0.6458333333333334
JR,0.5416666666666666,0.6458333333333334,0.6346153846153846,0.8333333333333334,,0.6666666666666666,0.625,0.5833333333333334,0.5666666666666667,0.6041666666666666,0.6458333333333334
JS,0.6666666666666666,0.6458333333333334,0.6346153846153846,0.8333333333333334,0.6,,0.575,0.5833333333333334,0.6166666666666667,0.6041666666666666,0.6666666666666666
ML,0.625,0.6458333333333334,0.5961538461538461,0.8333333333333334,0.625,0.5833333333333334,,0.5833333333333334,0.6166666666666667,0.5416666666666666,0.6041666666666666
NL,0.625,0.6458333333333334,0.6153846153846154,0.8333333333333334,0.675,0.75,0.625,,0.5833333333333334,0.5833333333333334,0.6666666666666666
RK,0.7083333333333334,0.6458333333333334,0.5961538461538461,0.8333333333333334,0.6,0.6666666666666666,0.6,0.5833333333333334,,0.6458333333333334,0.625
SC,0.625,0.6666666666666666,0.6346153846153846,0.8333333333333334,0.625,0.6666666666666666,0.575,0.6111111111111112,0.6,,0.625
YY,0.7083333333333334,0.6458333333333334,0.6346153846153846,0.8333333333333334,0.625,0.6666666666666666,0.575,0.6111111111111112,0.5666666666666667,0.5833333333333334,
