,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.625,0.5,0.5833333333333334,0.5,0.5,0.4583333333333333,0.5,0.4583333333333333,0.4583333333333333,0.5416666666666666
CC,0.5,,0.5625,0.5625,0.5,0.5208333333333334,0.4791666666666667,0.5416666666666666,0.5,0.4791666666666667,0.3541666666666667
GD,0.4230769230769231,0.5,,0.5192307692307693,0.5192307692307693,0.5384615384615384,0.5,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.5384615384615384
JM,0.5,0.16666666666666666,0.4166666666666667,,0.3333333333333333,0.4166666666666667,0.25,0.5,0.4166666666666667,0.16666666666666666,0.25
JR,0.475,0.475,0.575,0.425,,0.475,0.575,0.55,0.475,0.45,0.55
JS,0.5833333333333334,0.5,0.6666666666666666,0.4166666666666667,0.5,,0.5,0.5,0.25,0.3333333333333333,0.5833333333333334
ML,0.525,0.5,0.55,0.425,0.55,0.45,,0.35,0.575,0.425,0.5
NL,0.5833333333333334,0.5277777777777778,0.4166666666666667,0.5,0.5,0.4166666666666667,0.3055555555555556,,0.5277777777777778,0.4722222222222222,0.4166666666666667
RK,0.5333333333333333,0.5333333333333333,0.48333333333333334,0.4666666666666667,0.5333333333333333,0.48333333333333334,0.5,0.5166666666666667,,0.48333333333333334,0.48333333333333334
SC,0.5625,0.5416666666666666,0.4791666666666667,0.5625,0.5833333333333334,0.5,0.5416666666666666,0.5416666666666666,0.5625,,0.5208333333333334
YY,0.4791666666666667,0.4375,0.625,0.3541666666666667,0.5625,0.6041666666666666,0.5833333333333334,0.4583333333333333,0.5,0.4166666666666667,
