,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.6666666666666666,0.7083333333333334,0.6666666666666666,0.4583333333333333,0.5,0.5,0.5,0.625,0.5,0.5
CC,0.6041666666666666,,0.5625,0.625,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5833333333333334,0.5208333333333334,0.5208333333333334
GD,0.5192307692307693,0.5384615384615384,,0.5192307692307693,0.5192307692307693,0.46153846153846156,0.5192307692307693,0.5192307692307693,0.5576923076923077,0.5384615384615384,0.4807692307692308
JM,0.5,0.5,0.5,,0.4166666666666667,0.5,0.4166666666666667,0.5,0.6666666666666666,0.4166666666666667,0.4166666666666667
JR,0.575,0.525,0.5,0.6,,0.525,0.625,0.575,0.475,0.55,0.65
JS,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.25,0.5833333333333334,0.5833333333333334,0.6666666666666666
ML,0.45,0.55,0.375,0.475,0.55,0.525,,0.475,0.425,0.45,0.55
NL,0.4722222222222222,0.4444444444444444,0.5,0.5555555555555556,0.4722222222222222,0.4722222222222222,0.5277777777777778,,0.5,0.4722222222222222,0.5
RK,0.6166666666666667,0.5333333333333333,0.55,0.4666666666666667,0.5333333333333333,0.5166666666666667,0.55,0.48333333333333334,,0.5333333333333333,0.5333333333333333
SC,0.5625,0.4583333333333333,0.5833333333333334,0.5625,0.5625,0.5625,0.5833333333333334,0.5208333333333334,0.4791666666666667,,0.5625
YY,0.5,0.4791666666666667,0.3541666666666667,0.4791666666666667,0.5625,0.4791666666666667,0.5,0.5625,0.4791666666666667,0.5,
