,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.5416666666666666,0.5833333333333334,0.5416666666666666,0.6666666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.4583333333333333,0.5833333333333334,0.4583333333333333
CC,0.5416666666666666,,0.4791666666666667,0.4791666666666667,0.5208333333333334,0.5833333333333334,0.5,0.5625,0.5625,0.5,0.4791666666666667
GD,0.5384615384615384,0.5,,0.5192307692307693,0.5192307692307693,0.4423076923076923,0.5961538461538461,0.36538461538461536,0.5384615384615384,0.5576923076923077,0.4423076923076923
JM,0.25,0.5,0.5833333333333334,,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.6666666666666666,0.5833333333333334,0.5,0.5
JR,0.625,0.375,0.6,0.65,,0.55,0.625,0.625,0.55,0.575,0.625
JS,0.4166666666666667,0.5,0.75,0.8333333333333334,0.5,,0.75,0.5,0.6666666666666666,0.5833333333333334,0.6666666666666666
ML,0.5,0.55,0.825,0.45,0.525,0.7,,0.5,0.625,0.525,0.6
NL,0.5,0.5277777777777778,0.4444444444444444,0.6111111111111112,0.5,0.4166666666666667,0.5555555555555556,,0.5555555555555556,0.5277777777777778,0.5555555555555556
RK,0.48333333333333334,0.5666666666666667,0.48333333333333334,0.45,0.48333333333333334,0.5,0.48333333333333334,0.5333333333333333,,0.4666666666666667,0.5166666666666667
SC,0.5416666666666666,0.5208333333333334,0.5833333333333334,0.5208333333333334,0.5,0.5625,0.5208333333333334,0.5416666666666666,0.5625,,0.5416666666666666
YY,0.5416666666666666,0.625,0.5208333333333334,0.625,0.6041666666666666,0.4791666666666667,0.5625,0.5625,0.5208333333333334,0.625,
