,AT,CC,GD,JM,JR,JS,ML,NL,RK,SC,YY
AT,,0.5833333333333334,0.5,0.625,0.5833333333333334,0.5,0.6666666666666666,0.5416666666666666,0.5,0.5416666666666666,0.5416666666666666
CC,0.6041666666666666,,0.5833333333333334,0.5208333333333334,0.5208333333333334,0.3958333333333333,0.6041666666666666,0.6041666666666666,0.4791666666666667,0.5208333333333334,0.5208333333333334
GD,0.46153846153846156,0.38461538461538464,,0.5,0.5384615384615384,0.4807692307692308,0.5,0.5769230769230769,0.5576923076923077,0.5192307692307693,0.4807692307692308
JM,0.4166666666666667,0.6666666666666666,0.5833333333333334,,0.5833333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.4166666666666667
JR,0.45,0.525,0.525,0.5,,0.475,0.475,0.55,0.475,0.625,0.65
JS,0.4166666666666667,0.5,0.6666666666666666,0.3333333333333333,0.5833333333333334,,0.5,0.5,0.5,0.4166666666666667,0.3333333333333333
ML,0.475,0.475,0.425,0.45,0.5,0.5,,0.425,0.55,0.55,0.5
NL,0.4444444444444444,0.5,0.5,0.3888888888888889,0.5,0.5555555555555556,0.4444444444444444,,0.5,0.4444444444444444,0.5
RK,0.45,0.5,0.5166666666666667,0.4666666666666667,0.5,0.48333333333333334,0.6166666666666667,0.5,,0.5666666666666667,0.5
SC,0.6041666666666666,0.5208333333333334,0.5208333333333334,0.6041666666666666,0.5,0.5208333333333334,0.5416666666666666,0.5208333333333334,0.5833333333333334,,0.5
YY,0.375,0.5208333333333334,0.5208333333333334,0.5416666666666666,0.6458333333333334,0.5833333333333334,0.4791666666666667,0.5416666666666666,0.5208333333333334,0.5625,
