,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.6875,0.7,0.75,0.8,0.75,0.625,0.6875,0.75
CC,0.75,,0.7,0.75,0.85,0.75,0.5833333333333334,0.6875,0.6875
GD,0.8333333333333334,0.6875,,0.7,0.75,0.6666666666666666,0.5833333333333334,0.75,0.625
JR,0.8333333333333334,0.625,0.65,,0.8,0.6666666666666666,0.5833333333333334,0.6875,0.6875
ML,0.6666666666666666,0.625,0.65,0.65,,0.6666666666666666,0.5833333333333334,0.6875,0.75
NL,0.75,0.625,0.75,0.65,0.8,,0.625,0.75,0.75
RK,0.8333333333333334,0.625,0.65,0.7,0.75,0.75,,0.6875,0.6875
SC,0.8333333333333334,0.625,0.7,0.65,0.8,0.75,0.5833333333333334,,0.6875
YY,0.8333333333333334,0.75,0.65,0.75,0.75,0.75,0.7083333333333334,0.6875,
