,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.75,0.65,0.75,0.7,0.75,0.5416666666666666,0.6875,0.625
CC,0.8333333333333334,,0.7,0.7,0.7,0.8333333333333334,0.5833333333333334,0.6875,0.625
GD,0.75,0.6875,,0.65,0.7,0.75,0.5416666666666666,0.75,0.625
JR,0.8333333333333334,0.75,0.65,,0.7,0.75,0.5833333333333334,0.6875,0.5625
ML,0.8333333333333334,0.6875,0.7,0.75,,0.75,0.5833333333333334,0.6875,0.5625
NL,0.75,0.75,0.65,0.75,0.7,,0.5416666666666666,0.6875,0.625
RK,0.8333333333333334,0.75,0.7,0.7,0.7,0.75,,0.75,0.625
SC,0.8333333333333334,0.6875,0.65,0.65,0.7,0.6666666666666666,0.5416666666666666,,0.5625
YY,0.8333333333333334,0.75,0.7,0.75,0.7,0.8333333333333334,0.5833333333333334,0.75,
