,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.75,0.8125
GD,0.625,,0.75,0.8333333333333334,0.8333333333333334,1.0,0.75,0.8125
JM,0.625,0.75,,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.75,0.875
JS,0.625,0.75,0.75,,0.8333333333333334,0.9166666666666666,0.75,0.75
NL,0.6875,0.75,0.6666666666666666,0.8333333333333334,,0.9166666666666666,0.6875,0.6875
RK,0.625,0.75,0.75,0.75,0.8333333333333334,,0.6875,0.75
SC,0.625,0.75,0.75,0.8333333333333334,0.8333333333333334,0.9166666666666666,,0.875
YY,0.6875,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.625,
