,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.4375,0.5625,0.5,0.5,0.5,0.5,0.5
GD,0.5833333333333334,,0.5,0.5,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.4166666666666667
JM,0.5833333333333334,0.5833333333333334,,0.5833333333333334,0.6666666666666666,0.5,0.5,0.5
JS,0.5833333333333334,0.4166666666666667,0.5,,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.4166666666666667
NL,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5833333333333334,0.4166666666666667,0.3333333333333333
RK,0.5,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5833333333333334,,0.4166666666666667,0.4166666666666667
SC,0.5625,0.4375,0.5625,0.5625,0.3125,0.5625,,0.5625
YY,0.5,0.75,0.4375,0.625,0.4375,0.5625,0.5625,
