,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.6875,0.6,0.55,0.65,0.75,0.625,0.625,0.75
CC,0.75,,0.6,0.6,0.65,0.6666666666666666,0.625,0.6875,0.8125
GD,0.75,0.75,,0.6,0.7,0.75,0.625,0.6875,0.8125
JR,0.75,0.75,0.65,,0.65,0.75,0.625,0.6875,0.875
ML,0.75,0.75,0.6,0.55,,0.6666666666666666,0.625,0.6875,0.75
NL,0.75,0.75,0.65,0.65,0.65,,0.625,0.6875,0.8125
RK,0.75,0.75,0.65,0.6,0.65,0.6666666666666666,,0.6875,0.8125
SC,0.75,0.75,0.65,0.55,0.65,0.6666666666666666,0.625,,0.875
YY,0.75,0.75,0.6,0.65,0.65,0.6666666666666666,0.625,0.75,
