,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.5,0.5833333333333334,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666
CC,0.5625,,0.3125,0.5,0.5,0.5,0.5,0.625,0.625
GD,0.55,0.5,,0.45,0.5,0.55,0.55,0.6,0.55
JR,0.5,0.6,0.55,,0.3,0.35,0.4,0.45,0.5
ML,0.5,0.5,0.6,0.55,,0.55,0.6,0.45,0.45
NL,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334
RK,0.4583333333333333,0.4166666666666667,0.5,0.5,0.4583333333333333,0.625,,0.5,0.4583333333333333
SC,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5,,0.5625
YY,0.6875,0.625,0.625,0.375,0.625,0.5625,0.4375,0.5625,
