,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.625,0.55,0.75,0.6,0.75,0.5833333333333334,0.6875,0.5625
CC,0.75,,0.65,0.65,0.6,0.6666666666666666,0.625,0.625,0.5625
GD,0.75,0.625,,0.7,0.65,0.6666666666666666,0.5833333333333334,0.6875,0.625
JR,0.75,0.625,0.6,,0.55,0.6666666666666666,0.625,0.6875,0.5625
ML,0.6666666666666666,0.625,0.6,0.75,,0.75,0.5833333333333334,0.625,0.625
NL,0.75,0.625,0.6,0.75,0.6,,0.5833333333333334,0.625,0.5625
RK,0.75,0.6875,0.55,0.75,0.6,0.6666666666666666,,0.625,0.5625
SC,0.75,0.625,0.6,0.75,0.65,0.6666666666666666,0.5833333333333334,,0.5625
YY,0.75,0.625,0.55,0.7,0.65,0.6666666666666666,0.625,0.625,
