,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.6875,0.7,0.6,0.65,0.6666666666666666,0.6666666666666666,0.75,0.5625
CC,0.75,,0.7,0.65,0.65,0.6666666666666666,0.75,0.6875,0.6875
GD,0.9166666666666666,0.6875,,0.6,0.65,0.6666666666666666,0.625,0.6875,0.625
JR,0.8333333333333334,0.625,0.7,,0.65,0.6666666666666666,0.7083333333333334,0.6875,0.625
ML,0.8333333333333334,0.75,0.7,0.6,,0.9166666666666666,0.75,0.75,0.625
NL,0.8333333333333334,0.625,0.7,0.55,0.7,,0.6666666666666666,0.75,0.625
RK,0.9166666666666666,0.6875,0.65,0.55,0.65,0.6666666666666666,,0.6875,0.5625
SC,0.8333333333333334,0.6875,0.7,0.6,0.65,0.75,0.75,,0.625
YY,0.8333333333333334,0.6875,0.7,0.6,0.7,0.6666666666666666,0.7083333333333334,0.6875,
