,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.5,0.5,0.4166666666666667,0.5,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666
CC,0.375,,0.5,0.5625,0.4375,0.375,0.25,0.5,0.5
GD,0.55,0.4,,0.55,0.3,0.55,0.55,0.6,0.45
JR,0.25,0.5,0.6,,0.55,0.45,0.45,0.5,0.6
ML,0.55,0.5,0.4,0.45,,0.55,0.4,0.45,0.5
NL,0.75,0.5,0.5,0.5,0.5,,0.5,0.5,0.5
RK,0.5,0.5416666666666666,0.5,0.5416666666666666,0.4583333333333333,0.4583333333333333,,0.5,0.5416666666666666
SC,0.4375,0.5,0.5,0.5,0.4375,0.5625,0.5,,0.5
YY,0.5625,0.5,0.625,0.4375,0.25,0.5625,0.4375,0.4375,
