,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.6875,0.65,0.65,0.65,0.6666666666666666,0.6666666666666666,0.6875,0.625
CC,0.75,,0.75,0.65,0.65,0.6666666666666666,0.625,0.6875,0.625
GD,0.6666666666666666,0.625,,0.7,0.6,0.6666666666666666,0.6666666666666666,0.6875,0.625
JR,0.5833333333333334,0.6875,0.65,,0.7,0.6666666666666666,0.625,0.6875,0.75
ML,0.6666666666666666,0.75,0.65,0.7,,0.6666666666666666,0.625,0.625,0.625
NL,0.6666666666666666,0.6875,0.65,0.75,0.65,,0.7083333333333334,0.6875,0.625
RK,0.5833333333333334,0.75,0.75,0.55,0.65,0.75,,0.6875,0.6875
SC,0.6666666666666666,0.6875,0.7,0.7,0.65,0.75,0.625,,0.625
YY,0.6666666666666666,0.6875,0.7,0.7,0.65,0.75,0.625,0.6875,
