,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.9375,0.75
GD,0.75,,0.75,0.6666666666666666,0.8333333333333334,0.75,0.875,0.875
JM,0.8125,0.75,,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.9375,0.75
JS,0.75,0.75,0.8333333333333334,,0.8333333333333334,0.6666666666666666,0.8125,0.8125
NL,0.75,0.75,0.75,0.6666666666666666,,0.6666666666666666,0.75,0.6875
RK,0.75,0.6666666666666666,0.75,0.6666666666666666,0.8333333333333334,,0.9375,0.75
SC,0.875,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.75,,0.8125
YY,0.75,0.75,0.75,0.6666666666666666,0.8333333333333334,0.75,0.875,
