,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.6666666666666666,0.75,0.8333333333333334,0.75,0.6666666666666666,0.6875,0.75
GD,0.75,,0.75,0.8333333333333334,0.75,0.75,0.75,0.625
JM,0.75,0.75,,0.75,0.75,0.6666666666666666,0.8125,0.625
JS,0.75,0.75,0.75,,0.6666666666666666,0.6666666666666666,0.8125,0.625
NL,0.75,0.75,0.8333333333333334,0.75,,0.6666666666666666,0.75,0.6875
RK,0.75,0.75,0.75,0.75,0.6666666666666666,,0.75,0.625
SC,0.75,0.75,0.6666666666666666,0.8333333333333334,0.75,0.8333333333333334,,0.625
YY,0.8125,0.75,0.75,0.8333333333333334,0.75,0.5833333333333334,0.8125,
