,AT,CC,CG,GD,JM,JR,JS,ML,NL,RK,SC,TP,YY
AT,,0.6875,0.75,0.65,0.625,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.7142857142857143,0.7083333333333334,0.59375,0.75,0.5625
CC,0.5833333333333334,,0.6666666666666666,0.65,0.625,0.8333333333333334,0.625,0.75,0.6785714285714286,0.7083333333333334,0.5625,0.75,0.625
CG,0.5833333333333334,0.6875,,0.65,0.625,0.8333333333333334,0.5833333333333334,0.75,0.6785714285714286,0.6666666666666666,0.5625,0.75,0.625
GD,0.5833333333333334,0.625,0.5833333333333334,,0.625,0.8333333333333334,0.625,0.75,0.7142857142857143,0.7083333333333334,0.5625,0.75,0.59375
JM,0.5833333333333334,0.65625,0.6666666666666666,0.7,,0.8333333333333334,0.625,0.75,0.6428571428571429,0.7083333333333334,0.5625,0.75,0.625
JR,0.5833333333333334,0.625,0.6666666666666666,0.65,0.625,,0.625,0.8333333333333334,0.7142857142857143,0.7083333333333334,0.59375,0.75,0.59375
JS,0.5833333333333334,0.65625,0.75,0.65,0.6666666666666666,0.8333333333333334,,0.8333333333333334,0.7142857142857143,0.7083333333333334,0.5625,0.75,0.5625
ML,0.5833333333333334,0.625,0.6666666666666666,0.7,0.625,0.8333333333333334,0.5833333333333334,,0.6785714285714286,0.6666666666666666,0.5625,0.75,0.625
NL,0.5833333333333334,0.65625,0.5833333333333334,0.7,0.625,0.8333333333333334,0.625,0.8333333333333334,,0.7083333333333334,0.59375,0.6666666666666666,0.625
RK,0.5833333333333334,0.625,0.6666666666666666,0.65,0.5833333333333334,0.8333333333333334,0.5833333333333334,0.75,0.6785714285714286,,0.5625,0.75,0.59375
SC,0.6666666666666666,0.71875,0.6666666666666666,0.7,0.625,0.8333333333333334,0.625,0.8333333333333334,0.5714285714285714,0.7083333333333334,,0.6666666666666666,0.59375
TP,0.5833333333333334,0.625,0.6666666666666666,0.65,0.625,0.8333333333333334,0.625,0.75,0.7142857142857143,0.6666666666666666,0.59375,,0.59375
YY,0.6666666666666666,0.71875,0.6666666666666666,0.65,0.625,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.7142857142857143,0.75,0.625,0.75,
