,AT,CC,CG,GD,JM,JR,JS,ML,NL,RK,SC,TP,YY
AT,,0.4583333333333333,0.375,0.6666666666666666,0.4166666666666667,0.7083333333333334,0.4583333333333333,0.375,0.4166666666666667,0.375,0.375,0.375,0.625
CC,0.4375,,0.4166666666666667,0.4375,0.4791666666666667,0.5208333333333334,0.4583333333333333,0.5,0.4375,0.5,0.5416666666666666,0.4583333333333333,0.4583333333333333
CG,,,,,,,,,,,,,
GD,0.5384615384615384,0.5,0.38461538461538464,,0.5,0.5576923076923077,0.40384615384615385,0.4807692307692308,0.5192307692307693,0.40384615384615385,0.4423076923076923,0.46153846153846156,0.5192307692307693
JM,0.5,0.5833333333333334,0.5,0.5,,0.5833333333333334,0.5833333333333334,0.5,0.4166666666666667,0.5833333333333334,0.5,0.5833333333333334,0.5
JR,0.525,0.525,0.425,0.625,0.4,,0.475,0.475,0.525,0.5,0.425,0.4,0.6
JS,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,,0.5,0.3333333333333333,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.6666666666666666
ML,0.425,0.55,0.5,0.55,0.5,0.525,0.475,,0.475,0.5,0.5,0.6,0.475
NL,0.5833333333333334,0.5555555555555556,0.4444444444444444,0.5,0.5555555555555556,0.5277777777777778,0.4444444444444444,0.5,,0.5555555555555556,0.5833333333333334,0.5555555555555556,0.5277777777777778
RK,0.5,0.5333333333333333,0.48333333333333334,0.5166666666666667,0.5833333333333334,0.4666666666666667,0.48333333333333334,0.5,0.5,,0.5666666666666667,0.5,0.5
SC,0.5,0.5208333333333334,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5,0.4375,0.4791666666666667,0.5208333333333334,0.4375,,0.4791666666666667,0.5
TP,,,,,,,,,,,,,
YY,0.5625,0.5208333333333334,0.4166666666666667,0.6041666666666666,0.5208333333333334,0.5,0.4583333333333333,0.4583333333333333,0.5208333333333334,0.5,0.4375,0.4375,
