,AT,CC,CG,GD,JM,JR,JS,ML,NL,RK,SC,TP,YY
AT,,0.5833333333333334,0.4583333333333333,0.6666666666666666,0.5416666666666666,0.7916666666666666,0.5,0.25,0.5,0.7083333333333334,0.5833333333333334,0.4583333333333333,0.7916666666666666
CC,0.5416666666666666,,0.4375,0.5208333333333334,0.4583333333333333,0.5625,0.5,0.5208333333333334,0.5208333333333334,0.5625,0.5208333333333334,0.7083333333333334,0.3958333333333333
CG,,,,,,,,,,,,,
GD,0.5576923076923077,0.4807692307692308,0.4807692307692308,,0.4807692307692308,0.6538461538461539,0.5192307692307693,0.38461538461538464,0.6538461538461539,0.5384615384615384,0.34615384615384615,0.5,0.6730769230769231
JM,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.4166666666666667,,0.5,0.4166666666666667,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.5,0.5,0.5
JR,0.575,0.475,0.45,0.625,0.45,,0.5,0.45,0.45,0.6,0.425,0.55,0.575
JS,0.5833333333333334,0.5,0.5,0.5,0.4166666666666667,0.5833333333333334,,0.3333333333333333,0.5,0.5833333333333334,0.6666666666666666,0.5,0.5
ML,0.5,0.375,0.375,0.5,0.45,0.475,0.325,,0.425,0.45,0.5,0.5,0.375
NL,0.5555555555555556,0.5,0.5833333333333334,0.5277777777777778,0.4166666666666667,0.5555555555555556,0.5277777777777778,0.4166666666666667,,0.5277777777777778,0.5833333333333334,0.5,0.4444444444444444
RK,0.5333333333333333,0.4166666666666667,0.43333333333333335,0.5166666666666667,0.48333333333333334,0.48333333333333334,0.55,0.38333333333333336,0.4,,0.43333333333333335,0.5,0.48333333333333334
SC,0.4791666666666667,0.5208333333333334,0.4791666666666667,0.4791666666666667,0.4791666666666667,0.4791666666666667,0.4166666666666667,0.4583333333333333,0.4583333333333333,0.4375,,0.5,0.4375
TP,,,,,,,,,,,,,
YY,0.5833333333333334,0.4375,0.4583333333333333,0.5833333333333334,0.5416666666666666,0.5625,0.4791666666666667,0.3958333333333333,0.5625,0.5416666666666666,0.4375,0.5,
