,AT,CC,CG,GD,JM,JR,JS,ML,NL,RK,SC,TP,YY
AT,,0.6666666666666666,0.625,0.7083333333333334,0.3333333333333333,0.5,0.5833333333333334,0.5,0.6666666666666666,0.5833333333333334,0.5,0.625,0.5
CC,0.4583333333333333,,0.5,0.5,0.4583333333333333,0.5208333333333334,0.5,0.5,0.5208333333333334,0.5,0.5208333333333334,0.4583333333333333,0.5
CG,,,,,,,,,,,,,
GD,0.5384615384615384,0.46153846153846156,0.5192307692307693,,0.36538461538461536,0.5961538461538461,0.36538461538461536,0.5384615384615384,0.6346153846153846,0.5576923076923077,0.38461538461538464,0.40384615384615385,0.5
JM,0.3333333333333333,0.5833333333333334,0.5,0.5,,0.5,0.5,0.5,0.5,0.75,0.4166666666666667,0.5,0.5
JR,0.3,0.45,0.425,0.6,0.275,,0.4,0.5,0.525,0.425,0.35,0.425,0.45
JS,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.6666666666666666,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5
ML,0.425,0.525,0.425,0.35,0.475,0.45,0.475,,0.475,0.45,0.4,0.425,0.475
NL,0.4722222222222222,0.4444444444444444,0.4166666666666667,0.5833333333333334,0.4444444444444444,0.5833333333333334,0.4166666666666667,0.5,,0.4444444444444444,0.4444444444444444,0.4722222222222222,0.5277777777777778
RK,0.5166666666666667,0.5,0.5,0.55,0.55,0.48333333333333334,0.48333333333333334,0.5,0.4666666666666667,,0.45,0.5166666666666667,0.5333333333333333
SC,0.4583333333333333,0.5208333333333334,0.3958333333333333,0.4583333333333333,0.4583333333333333,0.5,0.5416666666666666,0.5,0.5,0.5208333333333334,,0.4166666666666667,0.5208333333333334
TP,,,,,,,,,,,,,
YY,0.5,0.4791666666666667,0.5416666666666666,0.5,0.5,0.5416666666666666,0.4583333333333333,0.3958333333333333,0.5416666666666666,0.5416666666666666,0.5833333333333334,0.4791666666666667,
