,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6875,0.625
GD,0.6875,,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6875,0.625
JM,0.625,0.6666666666666666,,0.75,0.8333333333333334,0.6666666666666666,0.625,0.625
JS,0.6875,0.6666666666666666,0.5833333333333334,,0.75,0.6666666666666666,0.6875,0.625
NL,0.625,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.5625,0.625
RK,0.625,0.75,0.6666666666666666,0.75,0.75,,0.625,0.625
SC,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,,0.625
YY,0.6875,0.75,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.625,
