,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.5625,0.5625,0.5625,0.625,0.5,0.4375,0.375
GD,0.5833333333333334,,0.3333333333333333,0.4166666666666667,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667
JM,0.5,0.5,,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5833333333333334
JS,0.5,0.5833333333333334,0.4166666666666667,,0.5833333333333334,0.5,0.5,0.5833333333333334
NL,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.4166666666666667,,0.5,0.4166666666666667,0.4166666666666667
RK,0.5833333333333334,0.5,0.75,0.5,0.5,,0.4166666666666667,0.5
SC,0.375,0.5,0.5625,0.5625,0.5625,0.5,,0.5625
YY,0.4375,0.5,0.5,0.625,0.5625,0.5,0.5,
