,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.625,0.8,0.6,0.75,0.75,0.6666666666666666,0.6875,0.625
CC,0.6666666666666666,,0.8,0.6,0.65,0.75,0.6666666666666666,0.6875,0.6875
GD,0.6666666666666666,0.625,,0.6,0.7,0.75,0.5833333333333334,0.75,0.6875
JR,0.6666666666666666,0.625,0.8,,0.75,0.75,0.5833333333333334,0.6875,0.625
ML,0.6666666666666666,0.6875,0.8,0.6,,0.75,0.6666666666666666,0.6875,0.75
NL,0.6666666666666666,0.625,0.8,0.65,0.7,,0.625,0.6875,0.6875
RK,0.75,0.625,0.8,0.55,0.7,0.75,,0.6875,0.625
SC,0.6666666666666666,0.625,0.8,0.65,0.7,0.75,0.625,,0.625
YY,0.75,0.625,0.8,0.6,0.75,0.75,0.6666666666666666,0.75,
