,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.625,0.85,0.65,0.75,0.8333333333333334,0.7083333333333334,0.6875,0.6875
CC,0.8333333333333334,,0.85,0.7,0.7,0.8333333333333334,0.625,0.5625,0.6875
GD,0.8333333333333334,0.6875,,0.65,0.65,0.75,0.625,0.625,0.6875
JR,0.8333333333333334,0.625,0.85,,0.8,0.8333333333333334,0.6666666666666666,0.625,0.625
ML,0.9166666666666666,0.6875,0.85,0.65,,0.8333333333333334,0.7083333333333334,0.625,0.6875
NL,0.8333333333333334,0.6875,0.85,0.65,0.75,,0.625,0.6875,0.6875
RK,0.8333333333333334,0.625,0.8,0.7,0.65,0.75,,0.625,0.75
SC,0.8333333333333334,0.625,0.8,0.65,0.6,0.75,0.6666666666666666,,0.75
YY,0.8333333333333334,0.625,0.8,0.65,0.7,0.8333333333333334,0.6666666666666666,0.5625,
