,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.5625,0.8,0.75,0.75,0.75,0.6666666666666666,0.6875,0.6875
CC,0.5833333333333334,,0.75,0.65,0.6,0.75,0.625,0.6875,0.5625
GD,0.5833333333333334,0.625,,0.7,0.7,0.75,0.6666666666666666,0.625,0.625
JR,0.5833333333333334,0.5625,0.8,,0.7,0.75,0.6666666666666666,0.625,0.5625
ML,0.5833333333333334,0.5625,0.8,0.7,,0.8333333333333334,0.6666666666666666,0.6875,0.5625
NL,0.5833333333333334,0.5625,0.8,0.75,0.65,,0.625,0.6875,0.5625
RK,0.5833333333333334,0.5625,0.8,0.65,0.75,0.8333333333333334,,0.75,0.625
SC,0.6666666666666666,0.5625,0.8,0.75,0.6,0.75,0.6666666666666666,,0.5625
YY,0.5833333333333334,0.5625,0.8,0.7,0.6,0.75,0.6666666666666666,0.75,
