,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.75,0.8,0.7,0.65,0.8333333333333334,0.625,0.6875,0.8125
CC,0.75,,0.8,0.7,0.75,0.8333333333333334,0.5833333333333334,0.8125,0.875
GD,0.75,0.75,,0.65,0.75,0.8333333333333334,0.6666666666666666,0.75,0.6875
JR,0.75,0.75,0.8,,0.8,0.8333333333333334,0.625,0.75,0.875
ML,0.75,0.6875,0.8,0.7,,0.8333333333333334,0.625,0.6875,0.8125
NL,0.75,0.6875,0.8,0.65,0.75,,0.5416666666666666,0.6875,0.875
RK,0.6666666666666666,0.6875,0.8,0.65,0.8,0.9166666666666666,,0.8125,0.8125
SC,0.6666666666666666,0.8125,0.8,0.65,0.7,0.8333333333333334,0.625,,0.8125
YY,0.75,0.8125,0.8,0.7,0.75,0.9166666666666666,0.625,0.8125,
