,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.5833333333333334,0.4166666666666667,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.25,0.25,0.75
CC,0.375,,0.625,0.625,0.5625,0.5625,0.375,0.4375,0.5625
GD,0.65,0.7,,0.35,0.55,0.65,0.3,0.6,0.45
JR,0.4,0.65,0.55,,0.55,0.4,0.55,0.55,0.35
ML,0.5,0.45,0.5,0.45,,0.6,0.5,0.5,0.6
NL,0.5,0.5,0.5,0.5,0.5,,0.5,0.4166666666666667,0.3333333333333333
RK,0.5833333333333334,0.5,0.4166666666666667,0.5416666666666666,0.5,0.625,,0.4583333333333333,0.4166666666666667
SC,0.5,0.5,0.5,0.5,0.4375,0.5,0.3125,,0.5
YY,0.625,0.5,0.5625,0.4375,0.4375,0.5625,0.5,0.5,
