,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.5,0.5833333333333334,0.5833333333333334,0.08333333333333333,0.5
CC,0.6875,,0.6875,0.4375,0.375,0.375,0.5625,0.4375,0.4375
GD,0.8,0.8,,0.5,0.55,0.5,0.75,0.4,0.5
JR,0.6,0.6,0.65,,0.4,0.6,0.5,0.75,0.6
ML,0.35,0.35,0.3,0.5,,0.5,0.45,0.4,0.5
NL,0.5,0.5,0.6666666666666666,0.5,0.5833333333333334,,0.6666666666666666,0.5,0.6666666666666666
RK,0.6666666666666666,0.625,0.6666666666666666,0.5416666666666666,0.375,0.625,,0.5,0.5416666666666666
SC,0.5,0.5,0.5,0.625,0.5,0.5,0.5,,0.4375
YY,0.6875,0.625,0.5625,0.4375,0.5,0.625,0.5,0.3125,
