,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.6666666666666666,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5
CC,0.75,,0.625,0.5,0.375,0.5625,0.5625,0.5625,0.625
GD,0.7,0.55,,0.5,0.45,0.7,0.5,0.5,0.8
JR,0.65,0.5,0.55,,0.5,0.6,0.7,0.65,0.65
ML,0.5,0.4,0.35,0.5,,0.5,0.55,0.55,0.45
NL,0.8333333333333334,0.5833333333333334,0.3333333333333333,0.5,0.5833333333333334,,0.6666666666666666,0.5,0.6666666666666666
RK,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.4583333333333333,0.5,0.5,,0.5,0.5416666666666666
SC,0.625,0.5625,0.5,0.5,0.5,0.625,0.5625,,0.5
YY,0.5625,0.625,0.5625,0.6875,0.4375,0.625,0.5,0.4375,
