,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.625,0.8,0.55,0.65,0.75,0.625,0.6875,0.75
CC,0.75,,0.8,0.55,0.75,0.75,0.6666666666666666,0.6875,0.6875
GD,0.5833333333333334,0.625,,0.65,0.65,0.75,0.5833333333333334,0.6875,0.6875
JR,0.75,0.625,0.8,,0.75,0.8333333333333334,0.625,0.6875,0.75
ML,0.75,0.75,0.8,0.6,,0.75,0.625,0.625,0.8125
NL,0.75,0.6875,0.8,0.55,0.6,,0.625,0.6875,0.75
RK,0.6666666666666666,0.6875,0.8,0.65,0.65,0.75,,0.6875,0.75
SC,0.75,0.6875,0.8,0.55,0.65,0.75,0.625,,0.75
YY,0.75,0.625,0.8,0.6,0.7,0.75,0.625,0.625,
