Subject,Pre,Post
AC,0.5068359375,0.4982638888888889
CD,0.4894205729166667,0.49446614583333276
CG,0.4900716145833333,0.5036892361111108
DA,0.501953125,0.5168185763888884
JN,0.5083821614583334,0.49587673611111166
JS,0.49609375,0.49793836805555564
SK,0.4954427083333333,0.4990776909722221
