Subject,Pre,Post
AC,0.505859375,0.4988606770833333
CD,0.4900716145833333,0.4907769097222219
CG,0.4892578125,0.5017903645833333
DA,0.5015462239583334,0.5175238715277776
JN,0.505126953125,0.494791666666667
JS,0.4973958333333333,0.49793836805555586
SK,0.4970703125,0.5015733506944444
