,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.671875,0.6708333333333334,0.7250000000000001,0.7208333333333333,0.7222222222222222,0.6180555555555556,0.5989583333333334,0.703125
CC,0.7777777777777778,,0.6791666666666667,0.7083333333333334,0.7125,0.7152777777777778,0.6145833333333333,0.6145833333333334,0.7083333333333334
GD,0.798611111111111,0.6666666666666666,,0.7041666666666667,0.7083333333333334,0.7013888888888888,0.625,0.6354166666666666,0.6770833333333334
JR,0.7777777777777778,0.6614583333333334,0.6708333333333334,,0.725,0.7291666666666666,0.6215277777777778,0.625,0.6979166666666666
ML,0.75,0.671875,0.6583333333333333,0.7208333333333333,,0.7222222222222222,0.611111111111111,0.625,0.6770833333333334
NL,0.7777777777777778,0.6770833333333334,0.6666666666666666,0.7166666666666668,0.7125,,0.6215277777777778,0.6354166666666666,0.7135416666666666
RK,0.7916666666666669,0.671875,0.6708333333333334,0.7208333333333332,0.7125,0.7152777777777777,,0.640625,0.703125
SC,0.7847222222222223,0.6614583333333334,0.6458333333333334,0.7000000000000001,0.7208333333333333,0.7013888888888888,0.625,,0.6875
YY,0.7986111111111112,0.6875,0.6458333333333334,0.7291666666666666,0.7000000000000001,0.7430555555555555,0.6354166666666666,0.625,
