,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.4930555555555555,0.48611111111111116,0.5277777777777778,0.5069444444444445,0.5069444444444444,0.5347222222222222,0.5416666666666666,0.5
CC,0.4947916666666667,,0.5416666666666666,0.4739583333333333,0.4739583333333333,0.5208333333333334,0.5364583333333334,0.4947916666666667,0.46875
GD,0.5166666666666667,0.5166666666666667,,0.4916666666666667,0.5125,0.49999999999999994,0.5166666666666667,0.49166666666666675,0.5208333333333334
JR,0.5458333333333333,0.5125000000000001,0.5166666666666667,,0.5833333333333334,0.5583333333333332,0.5375,0.5291666666666667,0.575
ML,0.5916666666666667,0.5916666666666667,0.5583333333333335,0.6541666666666667,,0.6,0.6041666666666667,0.5458333333333333,0.6333333333333334
NL,0.5902777777777778,0.5069444444444445,0.5416666666666667,0.6041666666666666,0.6319444444444445,,0.611111111111111,0.548611111111111,0.6041666666666666
RK,0.5555555555555555,0.4756944444444445,0.545138888888889,0.5937499999999999,0.5659722222222222,0.5659722222222222,,0.5590277777777778,0.5520833333333334
SC,0.578125,0.5208333333333334,0.5677083333333334,0.5625,0.5364583333333334,0.5625,0.5416666666666666,,0.5416666666666666
YY,0.5677083333333334,0.5625,0.5833333333333334,0.5989583333333334,0.6041666666666666,0.5989583333333334,0.5885416666666666,0.4635416666666667,
