,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.484375,0.515625,0.546875,0.5703125,0.4765625,0.5390625,0.484375
GD,0.46875,,0.5104166666666667,0.4791666666666667,0.4166666666666666,0.5104166666666666,0.59375,0.53125
JM,0.5,0.5,,0.45833333333333337,0.5937500000000001,0.4791666666666667,0.4583333333333333,0.5104166666666667
JS,0.5729166666666667,0.48958333333333337,0.5,,0.41666666666666663,0.5520833333333334,0.6145833333333334,0.6041666666666667
NL,0.5833333333333334,0.44791666666666674,0.6354166666666666,0.4479166666666667,,0.5416666666666666,0.4270833333333333,0.3958333333333333
RK,0.5,0.46875,0.5104166666666667,0.5520833333333334,0.53125,,0.4375,0.48958333333333337
SC,0.5625,0.484375,0.4921875,0.5625,0.4609375,0.5546875,,0.546875
YY,0.421875,0.5546875,0.46875,0.53125,0.4375,0.5625,0.5234375,
