,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.6510416666666666,0.7791666666666667,0.6666666666666666,0.6916666666666668,0.7777777777777778,0.6631944444444445,0.65625,0.7083333333333334
CC,0.7430555555555557,,0.7749999999999999,0.6458333333333334,0.6833333333333335,0.763888888888889,0.6562500000000001,0.640625,0.7083333333333334
GD,0.701388888888889,0.65625,,0.6583333333333333,0.6791666666666667,0.7569444444444443,0.6597222222222223,0.640625,0.6822916666666666
JR,0.7569444444444443,0.65625,0.8083333333333335,,0.7166666666666667,0.8125,0.6597222222222222,0.6458333333333334,0.6979166666666666
ML,0.7569444444444443,0.671875,0.7875,0.6791666666666667,,0.8055555555555555,0.6631944444444445,0.625,0.71875
NL,0.7500000000000001,0.6614583333333334,0.7916666666666665,0.6708333333333334,0.6833333333333335,,0.638888888888889,0.6510416666666666,0.6979166666666666
RK,0.7361111111111112,0.6614583333333334,0.7999999999999999,0.6749999999999999,0.6749999999999999,0.7916666666666665,,0.6510416666666666,0.7083333333333334
SC,0.7500000000000001,0.671875,0.7875,0.6708333333333334,0.6666666666666666,0.7569444444444443,0.6527777777777778,,0.7083333333333334
YY,0.7638888888888888,0.6614583333333334,0.7999999999999999,0.6791666666666666,0.6958333333333333,0.7777777777777777,0.670138888888889,0.6510416666666666,
