,AT,CC,GD,JR,ML,NL,RK,SC,YY
AT,,0.5624999999999999,0.5277777777777778,0.4791666666666667,0.4861111111111111,0.5972222222222222,0.4861111111111111,0.46527777777777785,0.5625
CC,0.578125,,0.5989583333333334,0.4947916666666667,0.4791666666666667,0.5052083333333334,0.5,0.4739583333333333,0.5520833333333334
GD,0.5916666666666666,0.6583333333333333,,0.5666666666666665,0.5375,0.5625,0.5333333333333333,0.5291666666666667,0.6666666666666666
JR,0.5208333333333334,0.5125000000000001,0.5375,,0.4791666666666667,0.5208333333333334,0.4916666666666667,0.5541666666666667,0.5375
ML,0.4791666666666667,0.47500000000000003,0.4375,0.4833333333333334,,0.5208333333333333,0.5041666666666667,0.47083333333333344,0.5249999999999999
NL,0.5625,0.5347222222222222,0.45138888888888884,0.5902777777777778,0.5625,,0.5902777777777778,0.5347222222222222,0.5624999999999999
RK,0.5312499999999999,0.5208333333333334,0.482638888888889,0.53125,0.513888888888889,0.5416666666666666,,0.5034722222222221,0.5208333333333334
SC,0.5416666666666666,0.5208333333333334,0.5104166666666666,0.5625,0.5104166666666666,0.5677083333333334,0.4791666666666667,,0.5
YY,0.578125,0.5625,0.5833333333333334,0.484375,0.5208333333333334,0.546875,0.5104166666666666,0.4895833333333333,
