Subject,Pre,Post
AC,0.5,0.5292426215277778
CD,0.5896809895833334,0.5126953125000002
CG,0.5052083333333334,0.5124240451388886
DA,0.4921875,0.5160047743055559
JN,0.6168619791666666,0.5761718750000003
JS,0.6095377604166666,0.5349934895833329
SK,0.5335286458333334,0.4824761284722223
