,AT,CC,CG,GD,JM,JR,JS,ML,NL,RK,SC,TP,YY
AT,,0.4166666666666667,0.7083333333333334,0.4583333333333333,0.5833333333333334,0.4583333333333333,0.4583333333333333,0.5416666666666666,0.5833333333333334,0.5416666666666666,0.5,0.5,0.5
CC,0.5208333333333334,,0.5208333333333334,0.4375,0.5416666666666666,0.5208333333333334,0.4166666666666667,0.5625,0.4375,0.5208333333333334,0.5625,0.4375,0.4791666666666667
CG,,,,,,,,,,,,,
GD,0.5576923076923077,0.5384615384615384,0.5576923076923077,,0.5,0.4807692307692308,0.5384615384615384,0.5961538461538461,0.5769230769230769,0.5961538461538461,0.5,0.6346153846153846,0.5576923076923077
JM,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5,,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.5
JR,0.5,0.575,0.5,0.475,0.55,,0.55,0.5,0.4,0.525,0.5,0.5,0.525
JS,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.5833333333333334,0.5,0.5,0.4166666666666667,0.5,0.5833333333333334
ML,0.675,0.625,0.525,0.675,0.6,0.525,0.6,,0.425,0.7,0.725,0.5,0.5
NL,0.6111111111111112,0.5555555555555556,0.5555555555555556,0.5277777777777778,0.5,0.5833333333333334,0.5,0.5833333333333334,,0.4722222222222222,0.5555555555555556,0.5,0.5
RK,0.5,0.5166666666666667,0.5333333333333333,0.6333333333333333,0.5333333333333333,0.55,0.5166666666666667,0.5666666666666667,0.55,,0.5,0.48333333333333334,0.5166666666666667
SC,0.5625,0.4791666666666667,0.5,0.5416666666666666,0.5,0.5,0.5625,0.5416666666666666,0.5,0.5416666666666666,,0.5833333333333334,0.4583333333333333
TP,,,,,,,,,,,,,
YY,0.4583333333333333,0.5,0.4166666666666667,0.4375,0.5208333333333334,0.5416666666666666,0.5208333333333334,0.5,0.4375,0.3958333333333333,0.4791666666666667,0.5,
