,CC,GD,JM,JS,NL,RK,SC,YY
CC,,0.7083333333333334,0.7187500000000001,0.7083333333333333,0.75,0.7604166666666667,0.7109375,0.703125
GD,0.71875,,0.7291666666666666,0.7083333333333333,0.7291666666666667,0.71875,0.7265625,0.71875
JM,0.7265625,0.7291666666666667,,0.6770833333333334,0.75,0.7083333333333334,0.71875,0.703125
JS,0.71875,0.7083333333333334,0.6979166666666666,,0.7291666666666667,0.7291666666666666,0.703125,0.734375
NL,0.703125,0.71875,0.6979166666666667,0.6979166666666665,,0.7291666666666666,0.6875,0.6796875
RK,0.7265625,0.7291666666666667,0.7083333333333333,0.6874999999999999,0.7187500000000001,,0.734375,0.71875
SC,0.7421875,0.7395833333333334,0.7291666666666667,0.6979166666666666,0.7291666666666667,0.75,,0.703125
YY,0.71875,0.71875,0.7083333333333334,0.6979166666666666,0.7395833333333334,0.71875,0.7109375,
