Subject,Pre,Post
AC,0.517578125,0.5138888888888888
CD,0.49658203125,0.49131944444444436
CG,0.5109049479166666,0.5058593750000001
DA,0.4925130208333333,0.4998372395833332
JN,0.4964192708333333,0.5032552083333331
JS,0.4977213541666667,0.4992404513888889
SK,0.5099283854166666,0.4980468750000003
