Subject,Pre,Post
AC,0.51611328125,0.513454861111111
CD,0.4967447916666667,0.4976671006944446
CG,0.5110677083333334,0.5048828125000002
DA,0.4886067708333333,0.5005967881944441
JN,0.49609375,0.504665798611111
JS,0.5006510416666666,0.4995117187499997
SK,0.5133463541666666,0.4998914930555555
