,Subject,Block,Pre,Post
2161,DA,51,0.5625,0.5
2162,DA,51,0.5625,0.4583333333333333
2163,DA,51,0.5,0.4791666666666667
2164,DA,51,0.375,0.625
2165,DA,51,0.5,0.5208333333333334
2166,JN,51,0.5,0.6041666666666666
2167,JN,51,0.4375,0.4375
2168,JN,51,0.5625,0.5625
2169,JN,51,0.375,0.5625
2170,JN,51,0.5,0.6041666666666666
2171,JN,51,0.6875,0.5625
2172,JS,51,0.4375,0.5208333333333334
2173,JS,51,0.4375,0.4166666666666667
2174,JS,51,0.5,0.3958333333333333
2175,JS,51,0.5625,0.3958333333333333
2176,JS,51,0.5625,0.3958333333333333
2177,JS,51,0.5625,0.4791666666666667
2178,SK,51,0.625,0.4791666666666667
2179,SK,51,0.375,0.5208333333333334
2180,SK,51,0.375,0.5208333333333334
2181,SK,51,0.5625,0.4583333333333333
2182,SK,51,0.375,0.4375
2183,SK,51,0.5625,0.5833333333333334
2184,AC,52,0.6875,0.4583333333333333
2185,AC,52,0.5625,0.4375
2186,AC,52,0.625,0.5416666666666666
2187,AC,52,0.5625,0.4583333333333333
2188,AC,52,0.5625,0.4166666666666667
2189,AC,52,0.5,0.5416666666666666
2190,CD,52,0.5,0.4166666666666667
2191,CD,52,0.5,0.5416666666666666
2192,CD,52,0.5,0.4375
2193,CD,52,0.4375,0.4583333333333333
2194,CD,52,0.375,0.5
2195,CD,52,0.4375,0.4583333333333333
2196,CG,52,0.375,0.625
2197,CG,52,0.5,0.4166666666666667
2198,CG,52,0.5625,0.4583333333333333
2199,CG,52,0.625,0.4375
2200,CG,52,0.5625,0.4375
2201,CG,52,0.75,0.4166666666666667
2202,DA,52,0.25,0.6458333333333334
2203,DA,52,0.625,0.5
2204,DA,52,0.6875,0.5
2205,DA,52,0.625,0.4791666666666667
2206,DA,52,0.25,0.5208333333333334
2207,DA,52,0.4375,0.5625
2208,JN,52,0.625,0.4166666666666667
2209,JN,52,0.5625,0.4791666666666667
2210,JN,52,0.375,0.4375
2211,JN,52,0.5,0.4583333333333333
2212,JN,52,0.625,0.5833333333333334
2213,JN,52,0.5,0.5
2214,JS,52,0.5,0.6041666666666666
2215,JS,52,0.625,0.4791666666666667
2216,JS,52,0.4375,0.4583333333333333
2217,JS,52,0.4375,0.4583333333333333
2218,JS,52,0.625,0.5833333333333334
2219,JS,52,0.75,0.4583333333333333
2220,SK,52,0.375,0.4583333333333333
2221,SK,52,0.5,0.4583333333333333
2222,SK,52,0.4375,0.3958333333333333
2223,SK,52,0.4375,0.5625
2224,SK,52,0.6875,0.5208333333333334
2225,SK,52,0.5625,0.4375
2226,AC,53,0.5,0.5
2227,AC,53,0.4375,0.5208333333333334
2228,AC,53,0.5625,0.4375
2229,AC,53,0.5625,0.4791666666666667
2230,AC,53,0.6875,0.4375
2231,AC,53,0.5625,0.5208333333333334
2232,CD,53,0.5625,0.5
