Subject,Pre,Post
AC,0.4931640625,0.5283203125
CD,0.6005859375,0.5110677083333335
CG,0.5029296875,0.5224609374999999
DA,0.4951171875,0.5136718749999999
JN,0.6337890625,0.5976562499999997
JS,0.630859375,0.5475260416666666
SK,0.560546875,0.48111979166666674
