Subject,Pre,Post
AC,0.498046875,0.5263671875
CD,0.603515625,0.51171875
CG,0.505859375,0.5211588541666666
DA,0.4892578125,0.5172526041666665
JN,0.6416015625,0.6009114583333331
JS,0.6376953125,0.5439453125
SK,0.560546875,0.4840494791666667
