Subject,Pre,Post
AC,0.5257161458333334,0.5158962673611115
CD,0.5316569010416666,0.5122612847222217
CG,0.5106608072916666,0.5174153645833335
DA,0.51708984375,0.5066189236111113
JN,0.5367838541666666,0.5419921874999999
JS,0.5369466145833334,0.5220811631944444
SK,0.5174153645833334,0.4877387152777779
