Subject,Pre,Post
AC,0.52734375,0.5180121527777782
CD,0.5335286458333334,0.514051649305555
CG,0.511474609375,0.5172526041666666
DA,0.5167643229166666,0.5071614583333334
JN,0.53369140625,0.5438910590277778
JS,0.53515625,0.523166232638889
SK,0.516845703125,0.4849175347222223
